algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,0,0.0,0.45807523772120473,1.9726345831155776,nan,0.23520388927310706,0.23513522297143935,,nan,nan,0,0,0,10662,34.916666666666664,102.43,9.906657068291487,9.906967823455364,4.986461043357849,4.986617460250854
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,1,0.0,0.5720657344162464,1.7060232591629028,nan,0.2043563960120082,0.20496301114559173,,nan,nan,0,0,0,10964,31.94736842105263,103.57,9.885139564172889,9.885166993596778,5.008912011196739,5.008925909996033
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,2,0.0,0.6220699836313724,1.4816301369667053,nan,0.18739349246025086,0.18869547590613364,,nan,nan,0,0,0,11058,32.85,104.01,9.879128432970367,9.879004311514372,5.0393500328063965,5.039286718368531
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,3,0.0,0.6512629842758179,1.305591191649437,nan,0.16591188743710517,0.16712139263749123,,nan,nan,0,0,0,11600,36.925925925925924,106.03,9.880284237966826,9.879006897293657,5.073651455066822,5.0729955244064335
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,4,0.0,0.6735184834897519,1.17598289757967,nan,0.14282085139304398,0.14383187770843506,,nan,nan,0,0,0,10916,31.61111111111111,103.47,9.879799404856607,9.878315355118216,5.107338163587782,5.106570987701416
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,5,0.0,0.6906464830040931,1.0816879427433015,nan,0.12288494486361742,0.12374565988779068,,nan,nan,0,0,0,11580,50.666666666666664,106.68,9.87755000740069,9.873979993386008,5.140330235163371,5.138472380638123
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,6,0.0,0.7022999830543994,1.0112710708379746,nan,0.10722508743405341,0.10785724438726901,,nan,nan,0,0,0,10848,30.0,103.08,9.86958744154208,9.864990742404464,5.170542107688056,5.168133959770203
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,7,0.0,0.7106307311356068,0.9572718946635723,nan,0.09539142014458775,0.09595292270183563,,nan,nan,0,0,0,11050,30.90909090909091,103.7,9.85735703685094,9.851784315952598,5.198677344755693,5.195738344192505
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,8,0.0,0.7171082323789597,0.9142375619709492,nan,0.08628993043676018,0.08683029167354107,,nan,nan,0,0,0,11710,39.0,106.57,9.840753785008532,9.834856204973121,5.224636007238318,5.221504874229431
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,9,0.0,0.7229367303848266,0.8790685796737671,nan,0.07911884732544422,0.0796371615678072,,nan,nan,0,0,0,11736,42.541666666666664,107.15,9.819777998351006,9.814693506491386,5.248372356096904,5.245654850006104
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,10,0.0,0.727838481515646,0.849782150387764,nan,0.07347544884309172,0.07388505704700947,,nan,nan,0,0,0,11542,38.75,106.12,9.797082666658387,9.791731570249393,5.271267294883728,5.268388166427612
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,11,0.0,0.7324814806878567,0.824822464287281,nan,0.06858194405212999,0.06902663819491864,,nan,nan,0,0,0,11890,45.708333333333336,107.93,9.775980960618021,9.766366553365367,5.2950968742370605,5.28988929271698
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,12,0.0,0.7362657301127911,0.8035639029741287,nan,0.06460251679643988,0.064861809797585,,nan,nan,0,0,0,12078,52.08695652173913,108.8,9.751545822756484,9.73888141119138,5.317191787388014,5.3102863073349
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,13,0.0,0.740270980745554,0.7848074394464493,nan,0.06115320739336312,0.06144644659012556,,nan,nan,0,0,0,10552,21.7,101.18,9.723693837566493,9.709485646506058,5.337469816207886,5.329670743942261
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,14,0.0,0.7437052308022976,0.7685391269624233,nan,0.05813207918778062,0.05887032017111778,,nan,nan,0,0,0,10898,36.2,103.55,9.686995652347186,9.67870305532374,5.352892939249674,5.348310570716858
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,15,0.0,0.7465572318434716,0.7543797276914119,nan,0.055846475306898354,0.05624088637530804,,nan,nan,0,0,0,10968,29.666666666666668,103.45,9.663883437828387,9.64634871611977,5.375841208866665,5.366086964607239
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,16,0.0,0.7492717313766479,0.7417164494097233,nan,0.05371090919710696,0.054110380820930004,,nan,nan,0,0,0,11810,51.55,107.79,9.630046131502905,9.612829597211508,5.3928508996963505,5.383209595680237
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,17,0.0,0.7521079814434052,0.7300995504856109,nan,0.05167785038240254,0.051723713614046575,,nan,nan,0,0,0,10802,28.88888888888889,102.82,9.597722323459031,9.578260740014253,5.410700851016575,5.399729413986206
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,18,0.0,0.7545732307434082,0.7199389629065991,nan,0.04990334193222225,0.05044704053550959,,nan,nan,0,0,0,11156,34.476190476190474,104.32,9.562466656925377,9.542577759203358,5.426884424118769,5.41559709072113
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,19,0.0,0.7567882311344146,0.7104133643209934,nan,0.04851850582286715,0.04871237900108099,,nan,nan,0,0,0,11270,41.72222222222222,105.19,9.526825849082847,9.50606573588686,5.442822376887004,5.430961804389954
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,20,0.0,0.7587864796817303,0.7020066930353641,nan,0.047056395877152685,0.04758544024080038,,nan,nan,0,0,0,11266,35.40909090909091,104.87,9.489575946485918,9.468766782489295,5.457805286754262,5.445837168693543
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,21,0.0,0.7606577296555043,0.6943955779075622,nan,0.04597353265620768,0.04591686632484197,,nan,nan,0,0,0,10734,30.666666666666668,102.74,9.45487378004056,9.430849575098048,5.474220212300619,5.460310583114624
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,22,0.0,0.762589481472969,0.6867916180193424,nan,0.044719312060624364,0.045090696625411514,,nan,nan,0,0,0,11346,36.04347826086956,105.17,9.42023338993162,9.392244439104415,5.490646548893141,5.474333000183106
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,23,0.0,0.7643714815378189,0.6804119713604451,nan,0.04354111198335886,0.044008077420294285,,nan,nan,0,0,0,10944,32.22222222222222,103.64,9.385177633260854,9.353140088602345,5.5068039894104,5.488005785942078
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,24,0.0,0.7660269810259343,0.6741515143215656,nan,0.0426906586997211,0.04295916859060526,,nan,nan,0,0,0,11032,33.36842105263158,103.98,9.34006167344641,9.313555513557299,5.516989557366622,5.501332893371582
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,25,0.0,0.7674362298846245,0.668761397600174,nan,0.042062558382749554,0.04212725549936294,,nan,nan,0,0,0,10794,34.642857142857146,103.09,9.307785518830745,9.273552508830628,5.534699950899396,5.514343934059143
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,26,0.0,0.7688112309575081,0.6632922476530075,nan,0.04125287678092718,0.04192520175129175,,nan,nan,0,0,0,10426,19.647058823529413,100.92,9.2666625293525,9.233203577263568,5.547104639165542,5.527075819969177
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,27,0.0,0.7702744805812836,0.6584248799085617,nan,0.040716040674597026,0.04092525482177734,,nan,nan,0,0,0,10700,23.782608695652176,101.53,9.228523109865604,9.192504301464789,5.561225580132526,5.53952018737793
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,28,0.0,0.7716722285747528,0.6536759892106057,nan,0.04016340097412467,0.04017277266830206,,nan,nan,0,0,0,11646,38.88461538461539,106.35,9.191716713386587,9.15147809135431,5.57609591117272,5.5516854095458985
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,29,0.0,0.7727657321095467,0.6494175416231155,nan,0.039288944453001025,0.03935540948063135,,nan,nan,0,0,0,10784,28.27777777777778,102.75,9.149679091319967,9.110198366851494,5.587721639209324,5.563610706329346
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,30,0.0,0.7739859803020954,0.6453531078994275,nan,0.03857751213014126,0.03895712684839964,,nan,nan,0,0,0,11106,29.115384615384617,103.49,9.110739492553764,9.068824132391063,5.6011580320505,5.5753890419006344
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,31,0.0,0.7752537290751934,0.6412724055349827,nan,0.03832002508454025,0.03866349309682846,,nan,nan,0,0,0,10838,31.0,103.11,9.068848073752873,9.027146005270257,5.6126972927766685,5.586887941360474
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,32,0.0,0.7760624819993973,0.6378740701079368,nan,0.038009565602988,0.03824082139879465,,nan,nan,0,0,0,11440,42.45,105.91,9.033844295925041,8.985312961664109,5.628431582450867,5.598194699287415
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,33,0.0,0.7771689796447754,0.6344109903275966,nan,0.03732272230088711,0.03771384332329035,,nan,nan,0,0,0,10802,28.88888888888889,102.82,8.997409307577447,8.943392940735775,5.643227577209473,5.609348196983337
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,34,0.0,0.7781684817373753,0.6310130316019058,nan,0.03680885966867208,0.03709356900304556,,nan,nan,0,0,0,11926,40.827586206896555,107.42,8.953170639183973,8.901333279002015,5.6530424315353915,5.620312261581421
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,35,0.0,0.7789849801361561,0.628064939826727,nan,0.03647603577934205,0.0368015430867672,,nan,nan,0,0,0,11106,40.875,104.52,8.90747593465311,8.859170689091272,5.661810606718063,5.631106605529785
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,36,0.0,0.7795669811964036,0.6255290029942989,nan,0.03599909611977637,0.036240725852549074,,nan,nan,0,0,0,11030,31.272727272727273,103.42,8.873192903584908,8.81692405300858,5.677745212208141,5.641740112304688
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,37,0.0,0.7805479811131955,0.6229715783894062,nan,0.035774280461482705,0.03597440607845783,,nan,nan,0,0,0,10622,29.142857142857142,102.14,8.831219330943345,8.774640480008465,5.688685757773263,5.652240133285522
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,38,0.0,0.7813127310574055,0.6201827515661716,nan,0.035511279124766586,0.03581131776794791,,nan,nan,0,0,0,12040,40.03125,107.59,8.790445666131104,8.732333615291445,5.700296729803085,5.662613096237183
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,39,0.0,0.7820334801077843,0.6177088005840778,nan,0.03516168904490769,0.03483256848528981,,nan,nan,0,0,0,11194,36.4,104.66,8.750118092766526,8.689987171196575,5.712099719047546,5.672846097946167
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,40,0.0,0.7826754811406136,0.6156285052001477,nan,0.034903319706209,0.03472917409613729,,nan,nan,0,0,0,11506,38.5,105.82,8.711759961757691,8.647636043232298,5.7250998218854265,5.682959561347961
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,41,0.0,0.7836742307245731,0.6130549749732017,nan,0.034637834117747845,0.03486432746052742,,nan,nan,0,0,0,11824,38.03333333333333,106.83,8.673894655324174,8.60523991651763,5.738344303766886,5.692924737930298
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,42,0.0,0.7839142316579819,0.6114562115073204,nan,0.03408001803793013,0.034208825416862966,,nan,nan,0,0,0,10904,32.705882352941174,103.48,8.635085079190922,8.562893233999853,5.750880942625158,5.70280189037323
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,43,0.0,0.7847622306644917,0.6091873960196972,nan,0.034024445512332024,0.03419371431693435,,nan,nan,0,0,0,11320,33.64,104.79,8.594862756412216,8.520504242435795,5.762381381988526,5.712528100013733
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,44,0.0,0.7853159800171852,0.6073113875091076,nan,0.03385220777709037,0.03412913791835308,,nan,nan,0,0,0,11092,28.85185185185185,103.13,8.54883222494544,8.47815088244378,5.769858236666079,5.7221533203125
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,45,0.0,0.7858232299983502,0.6055868546664714,nan,0.03341315149795264,0.033436768297106026,,nan,nan,0,0,0,11818,43.52,107.3,8.509895565951664,8.435784742510188,5.781997184753418,5.731643033027649
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,46,0.0,0.7864472304284572,0.6038607169687747,nan,0.033146417890675364,0.03285804884508252,,nan,nan,0,0,0,10822,33.2,103.24,8.479246282526482,8.393526467681292,5.799708843231201,5.741077456474304
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,47,0.0,0.7869437286257743,0.6021953745186329,nan,0.03292573843151331,0.033094345908612016,,nan,nan,0,0,0,12214,47.25,108.91,8.426287236382212,8.351356533785973,5.802037051745823,5.750442476272583
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,48,0.0,0.7874942302703858,0.6006682223081589,nan,0.032845957325771453,0.03314010316506028,,nan,nan,0,0,0,10528,23.1875,101.57,8.390348138504732,8.309194736977773,5.815934628248215,5.759681553840637
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,49,0.0,0.7879229798913002,0.599198608994484,nan,0.03227804353926331,0.032525795847177505,,nan,nan,0,0,0,10732,29.5,102.6,8.34779026795115,8.267056420211965,5.825139909982681,5.768803329467773
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,50,0.0,0.788282478004694,0.5981370083987713,nan,0.03220365038141608,0.32874896734952924,,nan,0.0,0,0,10579,843,40.142857142857146,105.79,8.308017149460989,8.083781087224004,5.836164338248117,5.678644380569458
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,51,0.0,0.7881022299826145,0.5996719051897526,nan,0.032028516521677375,0.912579288482666,,nan,0.0,0,0,10384,588,34.588235294117645,103.84,8.264960623167733,8.027549932421632,5.844753686119528,5.676863350868225
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,52,0.0,0.783072479814291,0.6619000786542892,nan,0.03378282241523266,4.537522401809692,,nan,0.0,8,0,10176,412,24.235294117647058,101.76,8.227817381173972,10.715923593072326,5.857406504013959,7.628696365356445
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,53,0.0,0.7872029811143875,0.6109455472230911,0.9973059017792828,0.04109664450399578,20.738574948310852,,1.0,0.9946493556221,1657,0,8931,818,7.555555555555555,96.13,8.188902710277993,34.27723883008423,5.86869756380717,24.56528733253479
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,54,0.0,0.7898359811305999,0.5940567754209042,1.0,0.03661936353426427,108.96025444030762,,1.0,1.0,1686,0,9015,1065,10.153846153846153,98.16,8.14838814643127,173.0107056592107,5.878723346270048,124.8200326538086
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,55,0.0,0.7898149804770946,0.5933220152556896,1.0,0.03180711555760354,611.252858581543,,1.0,1.0,431,0,9661,296,6.933333333333334,98.53,8.11260965027105,959.1938245571307,5.892060407002767,696.6473428344726
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,56,0.0,0.7906709794700145,0.5913600032031536,1.0,0.03170989259611815,3403.9468017578124,,1.0,1.0,267,0,9859,286,5.0,100.85,8.079186821136293,5348.523574100494,5.907035191853841,3910.5317993164062
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,57,0.0,0.7907124787569046,0.5907773819565773,1.0,0.031230556587688627,20742.883916015624,,1.0,1.0,519,0,9900,799,11.2,104.19,8.035382560236139,32196.757345340335,5.914305610656738,23697.87140625
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,58,0.0,0.7912719792127609,0.5896834710240364,1.0,0.030796384401619435,121438.673515625,,1.0,1.0,763,0,9900,1085,11.925925925925926,106.63,7.99349017870663,188344.24475526783,5.922825619026467,139554.824375
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,59,0.0,0.791485230922699,0.5888485006988049,1.0,0.030758880604989828,740638.440625,,1.0,1.0,578,0,9900,722,7.2,104.78,7.952629519678119,1136595.3093757739,5.931964564323425,847800.476875
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,60,0.0,0.7917527298629284,0.5882446478307247,1.0,0.03073572598863393,4430997.2875,,1.0,1.0,579,0,9900,683,6.117647058823529,104.79,7.924251812043654,6778119.730668738,5.9503342404085044,5089701.7
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,61,0.0,0.7918702304363251,0.5877431197464467,1.0,0.030982302757911383,27216033.66,,1.0,1.0,495,0,9900,659,8.631578947368421,103.95,7.880391669337885,41252449.46585132,5.9569807052612305,31183735.0
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,62,0.0,0.7923539799451828,0.5864991757273674,1.0,0.030626344680786132,162363614.72,,1.0,1.0,455,0,9900,667,9.636363636363637,103.55,7.840059320539291,245497532.66804886,5.966134439815175,186818903.36
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,63,0.0,0.792698978036642,0.5858036494255066,1.0,0.030173982684500514,1023517073.28,,1.0,1.0,527,0,9900,853,12.074074074074074,104.27,7.799678465078175,1527761289.966088,5.975106945744267,1170373514.24
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,64,0.0,0.7929532311856746,0.5851157085597515,1.0,0.03017013650853187,6099080499.2,,1.0,1.0,1007,0,9900,1205,8.608695652173912,109.07,7.749257728838108,9102383458.182129,5.976189841394839,7019713817.6
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,65,0.0,0.7933377309143543,0.5842599450051784,1.0,0.030005147787742315,38243788800.0,,1.0,1.0,780,0,9900,1018,9.52,106.8,7.723888182166808,56277315603.50317,5.996468467712402,43691097088.0
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,66,0.0,0.793666729927063,0.5836933715641499,1.0,0.029782594246789813,233816449024.0,,1.0,1.0,276,0,9900,422,8.11111111111111,101.76,7.677336226740053,342739605317.66486,6.000195953581068,267866970030.08
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,67,0.0,0.7935877305269241,0.5835018649697303,1.0,0.029437240012921393,1483697082859.52,,1.0,1.0,333,0,9900,571,10.818181818181818,102.33,7.641005397838953,2153927891932.5254,6.01174673167142,1694655125913.6
