algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,0,1.9060445256894678,0.3798339896649122,2.0957252049446105,nan,0.5635410398244858,0.5640534126758575,1000.0,nan,nan,0,0,0,10662,1.0,1.0,1294.534361076787,1288.5584086082727,1.0,1.0,0.05718133577068404,1.906044525689468,225.4163589477539,225.6212565612793,225.4163589477539,225.6212565612793,1.0,1.0,0.4269539737544407,0.7946720006967081,1.0,1.0,50.53424392700195,288.7805063874975
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,1,1.9699631891013898,0.5536984871327877,1.8906422755122185,nan,0.6073581984168605,1.021136149764061,1000.0,0.0,nan,0,17,0,10947,0.997494292216293,1.060954657087933,1244.2828463261876,1331.7635625605535,0.9924807234814292,0.9283825713396072,0.13965558638679934,1.9606362054919617,225.09765705309417,239.22792449951172,225.09765705309417,239.22792449951172,0.997494292216293,1.060954657087933,0.5038517102078318,0.8545087704681282,0.9386167300849402,1.0508223299235535,56.399295867919925,313.63546067250587
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,2,2.086300873063258,0.6499294836819172,1.6801767992973327,nan,0.6029890269041062,1.5504379045963288,1000.0,0.0,nan,0,17,0,11041,0.9819847858960667,1.0158538959545422,1220.1824246625918,1248.7135222530228,0.9981778055429459,0.9636244940757751,0.2333765270236673,2.0699600706971957,221.61958389282228,229.16071823120117,221.61958389282228,229.16071823120117,0.9819847858960667,1.0158538959545422,0.600693235758373,0.9269900228769434,0.9693833793203036,1.01020904427813,54.69692700195313,298.5500014371082
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,3,2.236377105734189,0.7085197320580483,1.480445338487625,nan,0.5845906888997113,2.0235077643394472,1000.0,0.0,nan,0,128,0,11472,0.9724138108114523,1.0024736993353753,1250.1048052959052,1233.9858617800146,0.9979717797703214,0.966996431350708,0.3595034419499736,2.2083560598427825,219.29140670211225,226.08474548339845,219.29140670211225,226.08474548339845,0.9724138108114523,1.0024736993353753,0.7292739655285353,1.0051914408769662,0.9735817416446415,0.9960830143735967,57.05868505859375,314.3028318419818
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,4,2.4208432797143393,0.7501762318611145,1.300214823782444,nan,0.5699642300605774,2.473821272850037,1000.0,0.0,nan,0,22,0,10894,0.9618844703618622,0.9902196786379881,1299.9495724085891,1238.4008864738921,0.9988602797190348,0.9693686896562577,0.44713202632799187,2.380503702040241,216.95216623942056,223.28695083618163,216.95216623942056,223.28695083618163,0.9618844703618622,0.9902196786379881,0.8338063614704417,1.072208617740421,0.9738674067844779,0.9858973587314604,52.46766815185547,294.47836190148763
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,5,2.465465962468986,0.778929480612278,1.1461241123080255,nan,0.6971211930116018,2.8971604609489443,1000.0,0.0,nan,0,53,0,11527,0.9632402667126941,0.9802864184100214,1401.3311998270806,1268.176690748458,0.9873733487394121,0.969453222155571,0.5175033724084149,2.4582429380989654,217.24144999186197,221.28583465576173,217.24144999186197,221.28583465576173,0.9632402667126941,0.9802864184100214,0.905651285546525,1.1053268108826533,0.9721868007870044,0.9776861579816154,52.07785913085937,304.08326134346646
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,6,2.5159846403430586,0.7994274801015854,1.019793248474598,nan,0.6806386543644799,3.2847069001197813,1000.0,0.0,nan,0,44,0,10804,0.9634704256571922,0.9745225987973285,1550.4044312693968,1310.7843526951785,0.9769518905215793,0.9652162891626358,0.5893146882175136,2.50506229076991,217.30360582139758,219.8262454223633,217.30360582139758,219.8262454223633,0.9634704256571922,0.9745225987973285,0.972464208727993,1.1267323844690604,0.9670064656411187,0.9728366740810362,51.78817889404297,317.971430064734
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,7,2.5709809579234584,0.8137452286481858,0.9189458262920379,nan,0.6479805274443193,3.641025197505951,1000.0,0.0,nan,0,50,0,11000,0.9533245025810924,0.9706920173677004,1705.969843376375,1343.3443459521357,0.977551671591672,0.9589248698949814,0.6802836804766129,2.5542072260157624,215.23241979425603,219.02099685668946,215.23241979425603,219.02099685668946,0.9533245025810924,0.9706920173677004,1.0550683895844428,1.147654974907246,0.962283801348483,0.9675601704389677,53.274425842285154,343.73154229898756
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,8,2.632553607384679,0.8240054784715176,0.8393361888825893,nan,0.7057170779616745,3.9779592967033386,1000.0,0.0,nan,0,98,0,11612,0.9662322589460098,0.9658790188899345,1923.830909359053,1326.7657210654943,0.9532930895134255,0.9536757498979569,0.7754487929936679,2.6064254943622807,217.8870244909216,218.04608810424804,217.8870244909216,218.04608810424804,0.9662322589460098,0.9658790188899345,1.1416441332673903,1.166766970750859,0.9535943969028202,0.9659541171695726,55.37511694335937,369.24001331848774
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,9,2.694547763770915,0.8320009781420231,0.7756520846486091,nan,0.7038922508557638,4.296435146331787,1000.0,0.0,nan,0,78,0,11658,0.9644301948812769,0.960408185524006,2127.258239716188,1258.205316201089,0.9447452823321024,0.94914606153965,0.8600182642051573,2.6629040090205844,217.6376756032308,216.7062368774414,217.6376756032308,216.7062368774414,0.9644301948812769,0.960408185524006,1.2205954131682424,1.1819649367029907,0.9482942978220601,0.9611866389479937,53.78785580444336,353.7494587465948
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,10,2.7786941083622354,0.8380649806559086,0.7248263517022133,nan,0.7648260494073232,4.620589032173156,1000.0,0.0,nan,0,86,0,11456,0.9380025224513439,0.9501807117248567,2285.0339099383446,1152.7971114399088,0.963346891105175,0.9498879104852677,0.952538232296688,2.7277082995296564,211.64582125345865,214.31227935791014,211.64582125345865,214.31227935791014,0.9380025224513439,0.9501807117248567,1.3075722457432815,1.1952324928415574,0.9524928744762174,0.9478236428332091,53.02145529174805,340.24104996502234
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,11,2.8737259274345206,0.8433844809234142,0.683161209821701,nan,0.8512680903077126,4.923744645118713,1000.0,0.0,nan,0,27,0,11863,0.9459115638434409,0.941005078791046,2526.4931601956127,1040.9531762607166,0.9440996646881104,0.949576666355133,1.022628719705144,2.8014762692143806,213.2972927093506,212.33540771484374,213.2972927093506,212.33540771484374,0.9459115638434409,0.941005078791046,1.3783982296069917,1.2089295702256646,0.9485166015163544,0.9419547210592513,52.705351593017575,329.4623069415327
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,12,2.9863255732963783,0.8476557292044162,0.6489186771214008,nan,0.7726896029451619,5.194673089981079,1000.0,0.0,nan,0,138,0,11940,0.9448040370466041,0.934632309730629,2758.770147834849,942.0207681368936,0.9347364228704701,0.9462050133943558,1.09887492653974,2.8832373705619943,213.07075633173403,210.9110305786133,213.07075633173403,210.9110305786133,0.9448040370466041,0.934632309730629,1.455747415344191,1.2203699521814466,0.9440604802069625,0.9365343400417464,51.98346090698242,315.30758042778183
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,13,3.1101015633698674,0.85114597722888,0.6202737902104855,nan,0.8838413208723068,5.453921756744385,1000.0,0.0,nan,0,84,0,10468,0.9349317170830727,0.9275748841701288,2907.4961623703375,856.9063784568285,0.9352732241153717,0.9436513942480087,1.1453718636012582,2.97467713546899,210.80240173339843,209.23947952270507,210.80240173339843,209.23947952270507,0.9349317170830727,0.9275748841701288,1.5112329179748047,1.2367393353374379,0.9422550325592359,0.9288010229889528,50.27999197387695,287.6811221861792
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,14,3.263263818488487,0.8544437290728092,0.595831688195467,nan,0.8540087262789409,5.679513864517212,1000.0,0.0,nan,0,3,0,10895,0.9149725263439689,0.9232223128275856,3052.3498776507695,787.3330734419628,0.9475310762723287,0.9380415630340576,1.1985235568485515,3.072216195252629,206.56165262858073,208.22585540771485,206.56165262858073,208.22585540771485,0.9149725263439689,0.9232223128275856,1.573262084529367,1.2520760684449102,0.9392793256303539,0.922146253721027,47.842020660400394,249.03711101791566
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,15,3.424119884905808,0.8572659774124622,0.5749763175845146,nan,0.8890427024591536,5.897825183868409,1000.0,0.0,nan,0,70,0,10898,0.929575439594981,0.9176896096936515,3323.2969863060985,726.737425771997,0.9199874230793544,0.9337967872619629,1.253043792085202,3.180337795222253,209.74424525669642,206.90425979614258,209.74424525669642,206.90425979614258,0.929575439594981,0.9176896096936515,1.638502592712612,1.2691565343843842,0.9314001207509317,0.9197524396765268,50.19011026000977,284.92595857925556
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,16,3.4952555446339013,0.8596459794044494,0.5569199372828006,nan,1.0688053771853447,6.08217001914978,1000.0,0.0,nan,0,35,0,11775,0.9233481585937129,0.9147291548740452,3509.5921932421834,681.3708860006769,0.916440898180008,0.926555392742157,1.2879451567171534,3.2947989259749852,208.1428466796875,206.308868560791,208.1428466796875,206.308868560791,0.9233481585937129,0.9147291548740452,1.68931591056872,1.2947579741917976,0.9248696436484655,0.9161656554939895,49.587487579345705,276.6578649298227
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,17,3.5221365234120174,0.8617362280189991,0.5412274932861328,nan,0.7888618575202094,6.236397109031677,1000.0,0.0,nan,0,70,0,10732,0.9134065332320991,0.9136012392652337,3659.7568535412815,642.6003625316052,0.9173348049322764,0.9171040189266205,1.349161831115567,3.4022036115077925,206.2426503499349,206.0148876953125,206.2426503499349,206.0148876953125,0.9134065332320991,0.9136012392652337,1.7597701871940121,1.3074852244415296,0.9171392235715511,0.9135715383449251,48.62771295166016,260.27131923380716
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,18,3.5632511425040816,0.8636909778416156,0.527461264282465,nan,0.9254481749875205,6.405595011711121,1000.0,0.0,nan,0,97,0,11059,0.9382210289967471,0.9088211887216775,3927.9021571662347,610.4254751467685,0.8767454936390832,0.9119434928894044,1.4001213655188673,3.4874139906953303,211.74258858816964,204.96765960693358,211.74258858816964,204.96765960693358,0.9382210289967471,0.9088211887216775,1.81757989055416,1.3172183765546632,0.905834749217861,0.9139236403396648,49.88672064208984,287.0569856303356
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,19,3.6141576701957496,0.8652372294664383,0.515391144528985,nan,0.9313084979852041,6.530215010643006,1000.0,0.0,nan,0,88,0,11182,0.8995090806186808,0.9077194121634435,3909.9187841571484,584.3591064664103,0.9122690061728159,0.9023406660556793,1.451232667904783,3.5406991425336156,202.8020519680447,204.69030670166015,202.8020519680447,204.69030670166015,0.8995090806186808,0.9077194121634435,1.8691259628305497,1.3179541123667113,0.9038551586159205,0.9064669887074627,48.23893521118164,257.62889752293944
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,20,3.6610932374777088,0.8667672283947467,0.5044743937253952,nan,0.7841871367259459,6.669677119255066,1000.0,0.0,nan,0,84,0,11182,0.8975003443309414,0.9034178517883257,4141.349524632173,557.8336290107744,0.903790603984486,0.8965629440546036,1.5123146562577399,3.5833800583249524,202.51170626553622,203.85784744262696,202.51170626553622,203.85784744262696,0.8975003443309414,0.9034178517883257,1.9265277366711824,1.3134223725150367,0.8978662925665496,0.902350760279617,49.682084564208985,293.7861048859705
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,21,3.7070928040482767,0.8682149785757065,0.4946212060004473,nan,0.8862343708674113,6.7437495470046995,1000.0,0.0,nan,0,21,0,10713,0.9029763866851498,0.9048488514821584,4297.970364750449,539.4790717234322,0.8860178430875142,0.8837078243494034,1.5459948877823582,3.6187438999451773,203.34720052083333,204.02285675048827,203.34720052083333,204.02285675048827,0.9029763866851498,0.9048488514821584,1.960544690214922,1.3148158249486512,0.8840091311413308,0.9046046169434182,46.904987365722654,236.8349252871999
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,22,3.758253115643665,0.8695014791190624,0.48603851184248925,nan,1.0087154403976772,6.83346010684967,1000.0,0.0,nan,0,96,0,11250,0.9064557972071864,0.9031985099492483,4424.066672973785,522.6708147648769,0.8704865237940913,0.8745453536510468,1.597348525796823,3.6538304205052357,204.37258446734884,203.7490966796875,204.37258446734884,203.7490966796875,0.9064557972071864,0.9031985099492483,2.0086449047385058,1.312099932361253,0.8737863854664129,0.9038075961844725,50.150958221435545,308.0412299097694
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,23,3.8048802013797376,0.8705529797077179,0.47804798260331155,nan,0.9407105776998732,6.851570782661438,1000.0,0.0,nan,0,36,0,10908,0.8863965729782132,0.9074997853052877,4523.881543505701,507.8432931913709,0.8843812644481659,0.8578207612037658,1.6553649995819535,3.6872958429842533,200.00250752766928,204.77287704467773,200.00250752766928,204.77287704467773,0.8863965729782132,0.9074997853052877,2.0617511682624134,1.3050324745294224,0.8618723633935896,0.9042806512214966,48.15466567993164,264.4283942044794
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,24,3.8506236077473996,0.8715079782903195,0.47110740512609484,nan,0.9329942323659596,6.878988313674927,1000.0,0.0,nan,0,38,0,10994,0.8924428302796933,0.9094556920301183,4753.980555145225,496.45186332685375,0.8654828102965104,0.8438552242517471,1.7069358500499983,3.720377439387056,201.19089467901932,205.24335845947266,201.19089467901932,205.24335845947266,0.8924428302796933,0.9094556920301183,2.10962416791741,1.2995577059420125,0.8473083682420874,0.906739352759042,48.69392568969727,279.9416337608893
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,25,3.8965471946154837,0.8725992296636105,0.4643670504540205,nan,0.7510066330432892,6.9252884531021115,1000.0,0.0,nan,0,28,0,10766,0.8333583518190923,0.9084370631630676,4557.255955963167,485.0810932887138,0.9299466950552804,0.8335437214374543,1.767503656047408,3.7538895837608353,187.91744777134485,204.86018463134766,187.91744777134485,204.86018463134766,0.8333583518190923,0.9084370631630676,2.164780841590093,1.2908526503149071,0.8453826831098188,0.8992168705418775,46.23372546386719,224.61938542471142
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,26,3.945688858614343,0.8734772282838822,0.458249514773488,nan,0.8444325345404008,6.9847048473358155,1000.0,0.0,nan,0,47,0,10379,0.9193588896786548,0.9052827654396031,5107.129862319032,473.10418132060374,0.8076557955321144,0.8259115445613862,1.8139175726028731,3.788210957486899,207.67987778607537,204.195380859375,207.67987778607537,204.195380859375,0.9193588896786548,0.9052827654396031,2.2087762495796777,1.2861566591074773,0.8232589998306372,0.9073280142606617,47.900192016601565,268.2632515829679
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,27,3.9922586334437433,0.8741887274384499,0.4530029495805502,nan,0.8993895209353903,7.004169917106628,1000.0,0.0,nan,0,173,0,10527,0.8830394022181483,0.9049107571056254,5077.8058136145355,461.3733441518816,0.8432497744974883,0.8145990771055222,1.8716884062322747,3.8226959413574555,199.09245233950406,204.1696043395996,199.09245233950406,204.1696043395996,0.8830394022181483,0.9049107571056254,2.2618899132573107,1.2783516579916043,0.8199565245853206,0.9008209915575607,49.99217367553711,325.85373625664505
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,28,4.032550771902852,0.8749834784865379,0.4478831073641777,nan,0.8377085820986674,6.944428110122681,1000.0,0.0,nan,0,117,0,11529,0.8675690767647689,0.9105290792680979,5128.457615962442,456.30018130754985,0.8520934902704679,0.7952518302202225,1.9425810368779033,3.8559226237538495,195.6615665142353,205.29963485717772,195.6615665142353,205.29963485717772,0.8675690767647689,0.9105290792680979,2.325249354253093,1.2676588169366108,0.8069810616591621,0.9016643168467761,51.23432843017578,357.93983229155697
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,29,4.070734931331319,0.8757239778339863,0.44313550621271136,nan,0.8135159081882901,6.925230693817139,1000.0,0.0,nan,0,24,0,10760,0.8788375783793296,0.9116589620705029,5385.98520235417,445.839941774701,0.8254973027441237,0.7816339033842087,1.9777384944547953,3.889662336640299,198.49658881293402,205.63203170776367,198.49658881293402,205.63203170776367,0.8788375783793296,0.9116589620705029,2.360123262891896,1.2674804441510739,0.7883249304052127,0.9066523103210019,48.27228353881836,283.0634556396903
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,30,4.109479327727484,0.8763012291491031,0.4390106975287199,nan,0.9095456210466532,6.905874409675598,1000.0,0.0,nan,0,125,0,10981,0.8687458161769264,0.9119888532426793,5298.938145624871,444.65031042397925,0.8273158084887725,0.7689438140392304,2.044155476979024,3.922512687500035,195.8999287531926,205.88000106811523,195.8999287531926,205.88000106811523,0.8687458161769264,0.9119888532426793,2.4198269190832264,1.256490892030246,0.7809888287669137,0.9030656868640319,51.36279650878906,364.47484565728917
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,31,4.15171429011389,0.8768124797940254,0.4351227162033319,nan,1.1638110455344706,6.916246056556702,1000.0,0.0,nan,0,61,0,10777,0.8464487317821338,0.9091997656802147,5324.672223080422,433.357124814825,0.8459305412629071,0.7603742057085037,2.07468936719455,3.9559559778726863,191.02880231071921,205.05563659667968,191.02880231071921,205.05563659667968,0.8464487317821338,0.9091997656802147,2.450942689330178,1.2584574267247113,0.7728054681394854,0.9000820940881858,47.50610659790039,267.71028054769937
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,32,4.185468538170778,0.8773694774508476,0.4315076473355293,nan,0.9860740646719932,6.886809229850769,1000.0,0.0,nan,0,40,0,11400,0.8423007338925117,0.9090134491729687,5387.605106468883,429.6325394463464,0.8400442734360695,0.7481723409891129,2.1326530869622013,3.989520021491074,190.06035537719725,205.0196226501465,190.06035537719725,205.0196226501465,0.8423007338925117,0.9090134491729687,2.5040264738679756,1.248785204077282,0.7634843297302722,0.8978946632928922,48.606338745117185,301.43071214802467
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,33,4.223150177821161,0.8778457280993461,0.4282863218337297,nan,1.133974489238527,6.850643124580383,1000.0,0.0,nan,0,58,0,10744,0.8290778238823822,0.9087599715672551,5390.578456314524,421.89469143394905,0.8467791709634993,0.735943843126297,2.1721715731898232,4.023511974034933,186.78187645806207,205.00497192382812,186.78187645806207,205.00497192382812,0.8290778238823822,0.9087599715672551,2.5424396533588456,1.246167750761367,0.7528509270336669,0.896605067683122,47.725141937255856,278.43976271411265
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,34,4.271423676787088,0.8782074771821499,0.4253953668475151,nan,1.1397576404028926,6.789004735946655,1000.0,0.0,nan,0,230,0,11696,0.8476325420721321,0.9098917154070708,5559.408071147752,415.9597210584588,0.8091207023324638,0.7216498267650604,2.2185129844113463,4.057753898882736,191.4608506827519,205.17019943237304,191.4608506827519,205.17019943237304,0.8476325420721321,0.9098917154070708,2.586361167305624,1.2430793483922395,0.741313822047655,0.8958954671379762,52.13876922607422,405.63761233826125
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,35,4.331418355155401,0.8786624786257744,0.4225000348687172,nan,1.138150630518794,6.737762207984924,1000.0,0.0,nan,0,53,0,11053,0.8336052532325572,0.9096535353639374,5631.757725214408,412.93529800038647,0.8170578368008137,0.7091401875019073,2.257073141693153,4.092022661637227,188.02263164520264,205.12178649902344,188.02263164520264,205.12178649902344,0.8336052532325572,0.9096535353639374,2.6240630456819676,1.2388034395684886,0.7240253805086531,0.8991641171389195,47.04108151245117,262.80330680693834
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,36,4.383502181841347,0.8790227268636227,0.419695553034544,nan,0.8741635192524303,6.571853470802307,1000.0,0.0,nan,0,160,0,10870,0.807489624167993,0.917259712118727,5677.048770280151,411.12776703944076,0.8426013697277416,0.6852646738290786,2.3281774486675637,4.123900053712594,182.179387179288,206.84216705322265,182.179387179288,206.84216705322265,0.807489624167993,0.917259712118727,2.6873219696765696,1.2195603682212621,0.713636864892772,0.8974651060948242,49.3843264465332,332.01569930021475
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,37,4.442479011213529,0.879447976052761,0.4172347693890333,nan,1.0190421747309821,6.508234295845032,1000.0,0.0,nan,0,25,0,10597,0.8155137906770376,0.9168033882344295,5802.618013639735,407.91163774153347,0.8193524565015521,0.6727120000123977,2.3749136833736966,4.156203904971859,183.7962864467076,206.78099563598633,183.7962864467076,206.78099563598633,0.8155137906770376,0.9168033882344295,2.731171727693329,1.2086447120763553,0.6907204771251009,0.9043643148501885,46.502495147705076,244.05563193021925
